,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Description,Precaution_1,Precaution_2,Precaution_3,Precaution_4
4132,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4133,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4134,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4135,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4136,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4137,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4138,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4139,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4140,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4141,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4142,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4143,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4144,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4145,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4146,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4147,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4148,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4149,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4150,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4151,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4152,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4153,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4154,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4155,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4156,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4157,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4158,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4159,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4160,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4161,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4162,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4163,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4164,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4165,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4166,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4167,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4168,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4169,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4170,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4171,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4172,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4173,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4174,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4175,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4176,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4177,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4178,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4179,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4180,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4181,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4182,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4183,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4184,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4185,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4186,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4187,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4188,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4189,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4190,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4191,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4192,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4193,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4194,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4195,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4196,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4197,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4198,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4199,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4200,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4201,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4202,Impetigo,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4203,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4204,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4205,Impetigo,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4206,Impetigo,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4207,Impetigo,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
